DimCustomer;;;;;DimStore;;;DimProduct;;;;FactSales;;;;;;;;;;;;;
FirstName;LastName;Email;ContactNumber;LoyaltyMember;City;Province;Store;ProductName;ProductID;Category;Supplier;SaleID;OrderDate;CustomerID;UnitPrice;Quantity;DiscountPercent;TotalAmount;PaymentMethod;PaymentStatus;SalesChannel;SalesPerson;StockLevel;Promotion;OrderStatus
Mia;Martin;mia.martin960@gmail.com;27612773803;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Water;P667;Beverages;Urban Supply Co;S000101;2025/06/10;C1693;7.14;7;0;49.98;Mobile Pay;Paid;In-Store;Employee 074;363;Weekend Saver;Completed
Chloe;Baker;chloe.baker907@gmail.com;27636450317;Yes;Johannesburg;Gauteng;Urban Basket Johannesburg;Apples;P207;Produce;Urban Supply Co;S000102;2025/08/24;C6321;200.83;3;10;542.24;EFT;Paid;Online;Employee 012;432;;Completed
Ryan;Williams;ryan.williams800@gmail.com;27667447206;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Toilet Paper;P288;Household;Cape Wholesale;S000103;2025/06/23;C9584;100.45;2;0;200.9;Cash;Paid;In-Store;Employee 043;39;Loyalty Discount;Completed
Ava;Jackson;ava.jackson130@gmail.com;27793358414;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Dish Soap;P978;Household;Fresh Foods SA;S000104;2025/11/27;C6724;182.53;6;20;876.14;Cash;Paid;In-Store;Employee 031;74;Buy 2 Get 1;Completed
Matthew;Nel;matthew.nel6@gmail.com;27652447984;No;Durban;KwaZulu-Natal;Urban Basket Durban;Dish Soap;P978;Household;National Distribution;S000105;2025/09/10;C2234;237.94;3;15;606.75;Mobile Pay;Paid;In-Store;Employee 073;229;Loyalty Discount;Completed
Michael;Johnson;michael.johnson101@gmail.com;27644675434;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Cheese;P874;Dairy;Green Farms;S000106;2025/06/05;C8205;118.56;2;15;201.55;EFT;Paid;In-Store;Employee 008;259;;Completed
Nathan;Jackson;nathan.jackson960@gmail.com;27667789164;No;Mbombela;Mpumalanga;Urban Basket Mbombela;Apples;P207;Produce;Urban Supply Co;S000107;2025/11/27;C1932;208.34;6;0;1250.04;Card;Paid;Online;Employee 065;236;Loyalty Discount;Completed
Noah;Johnson;noah.johnson156@gmail.com;27638739910;No;Cape Town;Western Cape;Urban Basket Cape Town;Bananas;P701;Produce;Fresh Foods SA;S000108;2025/08/19;C6267;126.59;8;0;1012.72;Card;Paid;Online;Employee 044;258;Winter Special;Completed
Hannah;Williams;hannah.williams138@gmail.com;27617021895;No;Pretoria;Gauteng;Urban Basket Pretoria;Potatoes;P599;Produce;National Distribution;S000109;2025/07/18;C9586;92.56;3;0;277.68;Mobile Pay;Paid;Online;Employee 044;26;Buy 2 Get 1;Completed
Nathan;Adams;nathan.adams840@gmail.com;27665012131;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Water;P667;Beverages;Fresh Foods SA;S000110;2025/11/05;C5655;181.62;5;15;771.88;Cash;Paid;In-Store;Employee 043;298;Winter Special;Completed
Ethan;Adams;ethan.adams442@gmail.com;27723399251;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Bananas;P701;Produce;Fresh Foods SA;S000111;2025/06/18;C2388;140.83;5;15;598.53;Cash;Paid;In-Store;Employee 068;330;Weekend Saver;Completed
Emma;Young;emma.young10@gmail.com;27716492557;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Juice;P930;Beverages;Cape Wholesale;S000112;2025/09/06;C6060;237.91;3;0;713.73;Cash;Paid;In-Store;Employee 029;79;;Completed
Megan;Martin;megan.martin354@gmail.com;27672021313;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Detergent;P888;Household;Urban Supply Co;S000113;2025/03/25;C6517;150.32;3;0;450.96;Cash;Paid;Online;Employee 022;22;Weekend Saver;Completed
Noah;Clark;noah.clark67@gmail.com;27635188877;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Tomatoes;P460;Produce;National Distribution;S000114;2025/08/29;C8355;134.67;4;0;538.68;Cash;Pending;In-Store;Employee 048;225;Weekend Saver;Cancelled
Daniel;Wilson;daniel.wilson129@gmail.com;27821013497;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Potatoes;P599;Produce;Green Farms;S000115;2025/05/09;C3655;200.81;4;0;803.24;Card;Paid;In-Store;Employee 062;283;;Completed
Jessica;Botha;jessica.botha620@gmail.com;27825416813;Yes;Johannesburg;Gauteng;Urban Basket Johannesburg;Milk;P622;Dairy;Cape Wholesale;S000116;2025/03/17;C3626;113.71;5;10;511.69;Mobile Pay;Paid;Online;Employee 012;418;Weekend Saver;Completed
Jordan;Jackson;jordan.jackson569@gmail.com;27737217819;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Apples;P207;Produce;Green Farms;S000117;2025/07/11;C7495;60.86;6;0;365.16;Cash;Paid;Online;Employee 004;476;;Completed
Aiden;Jones;aiden.jones867@gmail.com;27761557371;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Muffins;P914;Bakery;Urban Supply Co;S000118;2025/12/23;C1627;229.56;5;5;1090.41;Cash;Paid;In-Store;Employee 061;315;;Completed
Leah;Anderson;leah.anderson359@gmail.com;27721055138;No;Cape Town;Western Cape;Urban Basket Cape Town;Cheese;P874;Dairy;Fresh Foods SA;S000119;2025/05/02;C3449;30.02;7;0;210.14;EFT;Paid;In-Store;Employee 016;122;Weekend Saver;Completed
Jessica;Moore;jessica.moore519@gmail.com;27605934765;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Coffee;P665;Beverages;Urban Supply Co;S000120;2025/05/04;C9189;158.91;1;10;143.02;Cash;Paid;In-Store;Employee 038;0;Loyalty Discount;Completed
Emma;Martin;emma.martin737@gmail.com;27656463323;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Toilet Paper;P288;Household;Urban Supply Co;S000121;2025/02/04;C4068;132.06;2;0;264.12;Card;Paid;Online;Employee 050;22;Weekend Saver;Completed
Nathan;Nel;nathan.nel108@gmail.com;27824334059;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Juice;P930;Beverages;Green Farms;S000122;2025/11/18;C2106;62.18;6;15;317.12;Card;Paid;In-Store;Employee 075;68;;Completed
Emily;Roberts;emily.roberts695@gmail.com;27624215854;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Cake;P950;Bakery;Cape Wholesale;S000123;2025/08/23;C8840;203.35;3;0;610.05;Card;Paid;Online;Employee 038;22;Winter Special;Completed
Mia;Scott;mia.scott367@gmail.com;27769067592;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Butter;P178;Dairy;Green Farms;S000124;2025/11/28;C9897;65.2;8;20;417.28;Cash;Paid;Online;Employee 037;441;;Completed
Daniel;Roberts;daniel.roberts912@gmail.com;27823740653;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Milk;P622;Dairy;Cape Wholesale;S000125;2025/08/14;C7029;222.65;7;15;1324.77;Mobile Pay;Paid;In-Store;Employee 044;254;Weekend Saver;Completed
Michael;Scott;michael.scott396@gmail.com;27672050851;Yes;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Water;P667;Beverages;Fresh Foods SA;S000126;2025/04/03;C2293;151.61;7;20;849.02;EFT;Paid;In-Store;Employee 042;40;Buy 2 Get 1;Completed
Emily;Smith;emily.smith267@gmail.com;27603707096;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Butter;P178;Dairy;National Distribution;S000127;2025/08/17;C7981;173.22;3;0;519.66;Card;Paid;Online;Employee 046;222;Buy 2 Get 1;Completed
Tyler;Davis;tyler.davis375@gmail.com;27652691366;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Water;P667;Beverages;Cape Wholesale;S000128;2025/11/08;C6952;238.32;3;0;714.96;Mobile Pay;Refunded;In-Store;Employee 005;34;Winter Special;Cancelled
Sophia;King;sophia.king620@gmail.com;27635537403;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Butter;P178;Dairy;National Distribution;S000129;2025/07/10;C1530;170.57;3;0;511.71;Mobile Pay;Paid;In-Store;Employee 010;70;Loyalty Discount;Completed
Olivia;Botha;olivia.botha937@gmail.com;27627058424;No;Polokwane;Limpopo;Urban Basket Polokwane;Yoghurt;P785;Dairy;Fresh Foods SA;S000130;2025/09/13;C5089;8.91;2;0;17.82;Mobile Pay;Paid;In-Store;Employee 072;134;Buy 2 Get 1;Completed
Noah;Naidoo;noah.naidoo261@gmail.com;27733182567;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Croissant;P937;Bakery;Urban Supply Co;S000131;2025/02/07;C9047;32.85;4;20;105.12;Mobile Pay;Paid;Online;Employee 023;44;Buy 2 Get 1;Completed
Lucas;Jackson;lucas.jackson95@gmail.com;27689714413;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Juice;P930;Beverages;National Distribution;S000132;2025/11/23;C5914;178.67;3;15;455.61;Cash;Paid;In-Store;Employee 047;114;;Completed
Jessica;Clark;jessica.clark885@gmail.com;27639974715;No;Durban;KwaZulu-Natal;Urban Basket Durban;Cake;P950;Bakery;Fresh Foods SA;S000133;2025/08/28;C1430;139.62;6;0;837.72;Cash;Paid;In-Store;Employee 012;158;Weekend Saver;Completed
Olivia;Naidoo;olivia.naidoo338@gmail.com;27716174297;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Toilet Paper;P288;Household;Urban Supply Co;S000134;2025/11/25;C7708;33.52;2;0;67.04;Card;Paid;In-Store;Employee 058;348;Loyalty Discount;Completed
Nathan;Wilson;nathan.wilson6@gmail.com;27622899940;No;Durban;KwaZulu-Natal;Urban Basket Durban;Dish Soap;P978;Household;Cape Wholesale;S000135;2025/01/29;C3114;126.96;7;20;710.98;Card;Paid;Online;Employee 067;155;Winter Special;Completed
Leah;Brown;leah.brown955@gmail.com;27787513877;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Croissant;P937;Bakery;Green Farms;S000136;2025/04/11;C9501;211.87;5;0;1059.35;EFT;Paid;In-Store;Employee 017;314;Loyalty Discount;Completed
Nicole;Naidoo;nicole.naidoo907@gmail.com;27734024845;No;Durban;KwaZulu-Natal;Urban Basket Durban;Dish Soap;P978;Household;Fresh Foods SA;S000137;2025/01/22;C3804;211.03;6;10;1139.56;Card;Paid;Online;Employee 011;485;Loyalty Discount;Completed
Nicole;Botha;nicole.botha136@gmail.com;27741005845;No;Pretoria;Gauteng;Urban Basket Pretoria;Toilet Paper;P288;Household;Cape Wholesale;S000138;2025/05/29;C1496;222.53;8;10;1602.22;EFT;Paid;In-Store;Employee 062;412;Weekend Saver;Completed
Grace;Davis;grace.davis246@gmail.com;27607999589;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Coffee;P665;Beverages;Green Farms;S000139;2025/04/15;C3589;105.37;8;5;800.81;EFT;Refunded;In-Store;Employee 019;441;Buy 2 Get 1;Returned
Sophia;Adams;sophia.adams868@gmail.com;27623930169;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Bananas;P701;Produce;Cape Wholesale;S000140;2025/03/04;C7070;81.48;2;5;154.81;EFT;Paid;In-Store;Employee 058;72;;Completed
Isabella;Taylor;isabella.taylor432@gmail.com;27657545337;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Potatoes;P599;Produce;Urban Supply Co;S000141;2025/06/10;C5067;203.84;3;10;550.37;Cash;Paid;In-Store;Employee 021;263;Weekend Saver;Completed
Nicole;Anderson;nicole.anderson67@gmail.com;27603047087;Yes;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Apples;P207;Produce;Fresh Foods SA;S000142;2025/04/21;C2475;127.6;7;0;893.2;EFT;Paid;In-Store;Employee 007;144;Weekend Saver;Completed
Jessica;Lewis;jessica.lewis404@gmail.com;27681898591;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Milk;P622;Dairy;Fresh Foods SA;S000143;2025/07/07;C2761;35.65;7;0;249.55;Mobile Pay;Paid;In-Store;Employee 047;205;;Completed
Aiden;Young;aiden.young557@gmail.com;27666206514;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Yoghurt;P785;Dairy;Cape Wholesale;S000144;2025/10/09;C2204;127.3;7;20;712.88;EFT;Paid;In-Store;Employee 016;499;;Completed
Daniel;Walker;daniel.walker561@gmail.com;27721380185;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Yoghurt;P785;Dairy;Fresh Foods SA;S000145;2025/09/14;C3363;151.61;4;5;576.12;Card;Paid;In-Store;Employee 006;70;Buy 2 Get 1;Completed
Megan;Jones;megan.jones316@gmail.com;27714354842;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Muffins;P914;Bakery;National Distribution;S000146;2025/06/03;C6373;42.72;6;10;230.69;EFT;Paid;Online;Employee 065;272;Weekend Saver;Completed
Grace;Davis;grace.davis510@gmail.com;27618092099;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Apples;P207;Produce;National Distribution;S000147;2025/10/26;C7035;169.27;6;5;964.84;EFT;Paid;Online;Employee 004;242;Buy 2 Get 1;Completed
Emma;Nel;emma.nel819@gmail.com;27643854711;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Water;P667;Beverages;Fresh Foods SA;S000148;2025/05/05;C3793;39.07;7;15;232.47;Card;Paid;Online;Employee 074;97;;Completed
Megan;Johnson;megan.johnson564@gmail.com;27672052451;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Bananas;P701;Produce;Cape Wholesale;S000149;2025/11/10;C7765;104.07;4;20;333.02;Mobile Pay;Paid;Online;Employee 008;265;Winter Special;Completed
Nathan;Lewis;nathan.lewis989@gmail.com;27667722944;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Potatoes;P599;Produce;National Distribution;S000150;2025/06/25;C6140;116.27;3;10;313.93;EFT;Paid;In-Store;Employee 034;247;Winter Special;Completed
Zoe;King;zoe.king837@gmail.com;27769972433;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Paper Towels;P885;Household;Urban Supply Co;S000151;2025/04/17;C4684;193.37;5;15;821.82;Mobile Pay;Refunded;Online;Employee 041;178;Loyalty Discount;Returned
Sarah;Williams;sarah.williams968@gmail.com;27662504762;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Milk;P622;Dairy;Fresh Foods SA;S000152;2025/06/26;C9899;224.2;7;5;1490.93;Cash;Paid;In-Store;Employee 038;147;;Completed
Nathan;Johnson;nathan.johnson962@gmail.com;27826225412;No;Mbombela;Mpumalanga;Urban Basket Mbombela;Butter;P178;Dairy;Fresh Foods SA;S000153;2025/10/15;C4505;207.42;4;0;829.68;EFT;Paid;In-Store;Employee 018;315;Loyalty Discount;Completed
Hannah;Smith;hannah.smith214@gmail.com;27613620354;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Tea;P519;Beverages;Fresh Foods SA;S000154;2025/08/30;C4814;27.3;1;0;27.3;Card;Paid;Online;Employee 018;493;Loyalty Discount;Completed
Matthew;Roberts;matthew.roberts538@gmail.com;27631851622;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Potatoes;P599;Produce;Cape Wholesale;S000155;2025/01/31;C4267;81.99;5;15;348.46;Card;Paid;In-Store;Employee 074;273;;Completed
Nicole;Jackson;nicole.jackson817@gmail.com;27797448100;No;Polokwane;Limpopo;Urban Basket Polokwane;Bread;P889;Bakery;Green Farms;S000156;2025/05/29;C7504;48.61;8;15;330.55;Card;Paid;In-Store;Employee 002;290;Loyalty Discount;Completed
Michael;Young;michael.young187@gmail.com;27748191299;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Butter;P178;Dairy;Cape Wholesale;S000157;2025/09/16;C9901;222.59;8;0;1780.72;Mobile Pay;Paid;In-Store;Employee 035;414;;Completed
Megan;Young;megan.young107@gmail.com;27621729896;No;Durban;KwaZulu-Natal;Urban Basket Durban;Tomatoes;P460;Produce;National Distribution;S000158;2025/06/01;C4050;184.81;1;20;147.85;Cash;Paid;In-Store;Employee 023;438;Weekend Saver;Completed
Mia;Jones;mia.jones673@gmail.com;27646066093;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Water;P667;Beverages;Green Farms;S000159;2025/06/15;C2562;245.47;3;5;699.59;Cash;Paid;In-Store;Employee 001;196;Winter Special;Completed
Sarah;Harris;sarah.harris431@gmail.com;27685759229;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Yoghurt;P785;Dairy;Urban Supply Co;S000160;2025/05/01;C1187;164.29;5;15;698.23;Card;Paid;In-Store;Employee 016;157;Winter Special;Completed
Grace;Nel;grace.nel189@gmail.com;27829877493;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Juice;P930;Beverages;National Distribution;S000161;2025/09/02;C7021;56.73;4;0;226.92;Cash;Paid;In-Store;Employee 059;191;Weekend Saver;Completed
Matthew;Young;matthew.young949@gmail.com;27822537198;No;Mbombela;Mpumalanga;Urban Basket Mbombela;Dish Soap;P978;Household;National Distribution;S000162;2025/12/27;C5054;132.56;2;10;238.61;EFT;Paid;In-Store;Employee 010;57;;Completed
Daniel;White;daniel.white887@gmail.com;27784760385;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Dish Soap;P978;Household;Urban Supply Co;S000163;2025/03/01;C3695;213.99;6;5;1219.74;Cash;Paid;In-Store;Employee 075;46;Loyalty Discount;Completed
Matthew;Naidoo;matthew.naidoo3@gmail.com;27833416353;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Bananas;P701;Produce;Fresh Foods SA;S000164;2025/10/14;C9409;115.56;7;0;808.92;Mobile Pay;Paid;In-Store;Employee 040;202;Buy 2 Get 1;Completed
Chloe;Naidoo;chloe.naidoo70@gmail.com;27747818477;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Detergent;P888;Household;Urban Supply Co;S000165;2025/10/05;C1742;87.77;7;0;614.39;Card;Paid;Online;Employee 009;16;Buy 2 Get 1;Completed
Chloe;Green;chloe.green612@gmail.com;27638617632;No;Durban;KwaZulu-Natal;Urban Basket Durban;Cake;P950;Bakery;Cape Wholesale;S000166;2025/07/12;C7135;113.51;7;5;754.84;Card;Paid;In-Store;Employee 070;334;Buy 2 Get 1;Completed
Jordan;Roberts;jordan.roberts253@gmail.com;27829043008;Yes;Durban;KwaZulu-Natal;Urban Basket Durban;Toilet Paper;P288;Household;Urban Supply Co;S000167;2025/01/02;C9664;182.64;3;0;547.92;Card;Paid;Online;Employee 039;344;Loyalty Discount;Completed
Liam;Moore;liam.moore304@gmail.com;27787265865;No;Polokwane;Limpopo;Urban Basket Polokwane;Muffins;P914;Bakery;National Distribution;S000168;2025/02/27;C8546;40.89;6;0;245.34;Card;Paid;In-Store;Employee 054;392;;Completed
Aiden;Scott;aiden.scott292@gmail.com;27826681178;No;Pretoria;Gauteng;Urban Basket Pretoria;Coffee;P665;Beverages;Urban Supply Co;S000169;2025/01/25;C1550;150.45;8;15;1023.06;Cash;Paid;In-Store;Employee 006;224;Winter Special;Completed
Mia;Miller;mia.miller41@gmail.com;27731878917;No;Pretoria;Gauteng;Urban Basket Pretoria;Tea;P519;Beverages;National Distribution;S000170;2025/10/22;C9255;60.45;5;15;256.91;EFT;Paid;Online;Employee 074;395;Buy 2 Get 1;Completed
Zoe;Brown;zoe.brown503@gmail.com;27738069499;Yes;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Muffins;P914;Bakery;National Distribution;S000171;2025/10/30;C7775;70.6;5;10;317.7;Cash;Paid;In-Store;Employee 055;253;;Completed
Megan;Miller;megan.miller926@gmail.com;27632222008;No;Polokwane;Limpopo;Urban Basket Polokwane;Paper Towels;P885;Household;Cape Wholesale;S000172;2025/04/05;C7821;39.43;7;5;262.21;Mobile Pay;Paid;In-Store;Employee 031;153;Winter Special;Completed
Ethan;Lewis;ethan.lewis393@gmail.com;27649497328;No;Cape Town;Western Cape;Urban Basket Cape Town;Toilet Paper;P288;Household;Urban Supply Co;S000173;2025/04/15;C7824;98.63;3;0;295.89;EFT;Paid;In-Store;Employee 011;433;Buy 2 Get 1;Completed
Megan;King;megan.king102@gmail.com;27799819491;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Juice;P930;Beverages;Cape Wholesale;S000174;2025/10/28;C7179;218.72;1;0;218.72;Cash;Paid;In-Store;Employee 062;445;Buy 2 Get 1;Completed
Tyler;Wilson;tyler.wilson901@gmail.com;27819347174;No;Cape Town;Western Cape;Urban Basket Cape Town;Muffins;P914;Bakery;Cape Wholesale;S000175;2025/11/06;C2922;228.82;8;15;1555.98;Cash;Refunded;In-Store;Employee 051;282;Buy 2 Get 1;Cancelled
Michael;Thomas;michael.thomas961@gmail.com;27765486540;Yes;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Potatoes;P599;Produce;Fresh Foods SA;S000176;2025/09/20;C9743;78.83;6;0;472.98;Mobile Pay;Pending;In-Store;Employee 060;411;Weekend Saver;Cancelled
Michael;Young;michael.young493@gmail.com;27654947309;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Croissant;P937;Bakery;Green Farms;S000177;2025/04/24;C6126;13.81;7;20;77.34;Cash;Paid;In-Store;Employee 003;283;Loyalty Discount;Completed
Olivia;Scott;olivia.scott730@gmail.com;27619653234;No;Polokwane;Limpopo;Urban Basket Polokwane;Cheese;P874;Dairy;Green Farms;S000178;2025/05/06;C4214;59.43;6;10;320.92;Mobile Pay;Refunded;Online;Employee 071;131;Weekend Saver;Returned
Hannah;Green;hannah.green148@gmail.com;27731679813;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Bananas;P701;Produce;Fresh Foods SA;S000179;2025/09/08;C6770;37.14;3;10;100.28;Cash;Paid;In-Store;Employee 070;268;;Completed
Sophia;Jones;sophia.jones827@gmail.com;27657701010;No;Cape Town;Western Cape;Urban Basket Cape Town;Water;P667;Beverages;Urban Supply Co;S000180;2025/01/05;C3252;19.32;4;0;77.28;Cash;Paid;In-Store;Employee 065;191;;Completed
Ryan;Adams;ryan.adams184@gmail.com;27825177941;No;Mbombela;Mpumalanga;Urban Basket Mbombela;Apples;P207;Produce;National Distribution;S000181;2025/05/21;C1108;5.43;7;10;34.21;EFT;Paid;Online;Employee 003;416;Weekend Saver;Completed
Chloe;Roberts;chloe.roberts188@gmail.com;27799390845;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Tea;P519;Beverages;Fresh Foods SA;S000182;2025/07/01;C4948;155.9;4;0;623.6;EFT;Paid;In-Store;Employee 051;191;Weekend Saver;Completed
Megan;Smith;megan.smith482@gmail.com;27645642096;No;Pretoria;Gauteng;Urban Basket Pretoria;Croissant;P937;Bakery;Fresh Foods SA;S000183;2025/07/13;C2320;25.64;1;5;24.36;Mobile Pay;Paid;In-Store;Employee 008;359;Winter Special;Completed
Mia;Jones;mia.jones673@gmail.com;27646066093;No;Mbombela;Mpumalanga;Urban Basket Mbombela;Tomatoes;P460;Produce;Fresh Foods SA;S000184;2025/12/21;C2562;59.37;1;20;47.5;Mobile Pay;Paid;Online;Employee 035;473;;Completed
Sarah;Young;sarah.young518@gmail.com;27784771575;Yes;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Detergent;P888;Household;Fresh Foods SA;S000185;2025/10/28;C3938;6.38;6;0;38.28;Cash;Paid;In-Store;Employee 051;153;Winter Special;Completed
Emma;Jackson;emma.jackson765@gmail.com;27797648966;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Toilet Paper;P288;Household;Green Farms;S000186;2025/03/13;C9856;97.5;6;15;497.25;Card;Paid;In-Store;Employee 065;27;;Completed
Michael;Johnson;michael.johnson654@gmail.com;27767986676;No;Pretoria;Gauteng;Urban Basket Pretoria;Juice;P930;Beverages;Green Farms;S000187;2025/08/19;C7499;9.83;6;0;58.98;Mobile Pay;Paid;In-Store;Employee 030;283;Weekend Saver;Completed
Hannah;Williams;hannah.williams336@gmail.com;27788781986;Yes;Durban;KwaZulu-Natal;Urban Basket Durban;Toilet Paper;P288;Household;Cape Wholesale;S000188;2025/02/07;C2404;200.02;5;15;850.09;Card;Refunded;Online;Employee 035;194;Winter Special;Returned
Liam;Brown;liam.brown39@gmail.com;27737125991;No;Polokwane;Limpopo;Urban Basket Polokwane;Yoghurt;P785;Dairy;Fresh Foods SA;S000189;2025/08/16;C2745;3.79;2;0;7.58;EFT;Paid;In-Store;Employee 035;67;;Completed
Michael;Green;michael.green245@gmail.com;27828987711;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Potatoes;P599;Produce;Fresh Foods SA;S000190;2025/02/17;C2692;24.68;1;10;22.21;EFT;Paid;In-Store;Employee 050;149;Weekend Saver;Completed
